qid,sitelinks,familiarity
Q20501898,6,2
Q205192,48,0
Q2051997,13,5
Q205309,45,1
Q205380,52,5
Q205386,38,0
Q2054135,15,3
Q2054359,16,3
Q2055072,14,5
Q205524,13,3
Q2055658,14,4
Q205632,69,2
Q2056503,14,3
Q2056515,15,3
Q2056525,13,3
Q205662,73,1
Q2056718,6,3
Q205679,58,2
Q2056839,14,4
Q2056869,13,3
Q2056874,14,4
Q2056886,13,4
Q205817,50,2
Q2059269,14,2
Q2060132,20,1
Q206101,38,5
Q206170,22,5
Q206171,56,5
Q2061784,12,1
Q2061878,7,4
Q206219,41,5
Q2062675,17,2
Q20645725,6,1
Q2065139,14,2
Q206518,16,4
Q2066219,17,5
Q20666670,5,2
Q2067115,20,0
Q2067174,16,3
Q20679735,6,3
Q2069593,12,0
Q2070445,21,3
Q2070605,31,1
Q20712582,5,2
Q207199,56,0
Q20725,24,5
Q2072583,16,3
Q207385,54,4
Q2074091,23,2
Q20747901,3,3
Q207576,48,1
Q2076109,20,2
Q207626,48,3
Q2076558,12,5
Q2076934,12,5
Q207699,43,1
Q2077489,9,2
Q207870,52,5
Q2079615,25,5
Q2080870,15,5
Q208152,54,2
Q2082605,15,4
Q20861677,26,5
Q208655,36,1
Q2087161,12,4
Q208725,64,5
Q208760,34,5
Q208811,47,4
Q208889,57,3
Q208943,58,3
Q2089512,7,3
Q209065,62,0
Q2090752,21,3
Q209086,55,3
Q2091071,10,3
Q209129,36,1
Q209147,37,0
Q2091778,17,1
Q2092734,12,4
Q209400,48,1
Q2094288,15,3
Q2094507,12,2
Q2094572,17,4
Q209549,57,2
Q2095524,16,2
Q2095595,7,2
Q209631,33,0
Q209651,38,3
Q209673,51,0
Q20968885,1,0
Q209714,45,5
Q20973196,4,4
Q209745,50,1
Q2097646,28,4
Q2098260,8,2
Q20982998,13,0
Q20983933,11,5
Q209842,86,1
Q20984267,2,2
Q20984277,5,2
Q20988625,5,1
Q209893,8,2
Q209937,54,5
Q20995355,6,4
Q21017126,6,4
Q21017127,5,4
Q21017200,2,3
Q21017374,1,1
Q21017377,1,0
Q21017378,1,0
Q21017508,2,1
Q21017523,2,5
Q21017586,1,3
Q21017597,1,0
Q21017630,2,2
Q21017631,1,1
Q21017632,1,0
Q21017633,1,2
Q21017720,1,2
Q21017723,1,1
Q21017724,2,2
Q21017915,1,1
Q21018146,1,2
Q21018351,1,2
Q21018408,2,1
Q21018414,2,1
Q21018491,4,3
Q210205,51,0
Q2102286,8,3
Q21036744,8,4
Q2103898,14,3
Q21044320,3,2
Q21044321,3,3
Q210509,23,0
Q2106082,5,1
Q2106205,14,5
Q2106479,15,4
Q2106561,13,5
Q2106571,11,5
Q210666,32,1
Q2106731,14,5
Q210720,52,2
Q21075078,4,2
Q21083961,22,5
Q210851,43,0
Q2108532,14,0
Q21089555,2,1
Q2109006,16,3
Q2110325,8,3
Q211034,43,3
Q211044,52,0
Q2110451,22,1
Q211053,44,5
Q211250,30,4
Q211262,26,4
Q211265,42,1
Q211270,42,0
Q2113185,7,2
Q2113456,10,4
Q211435,50,0
Q211604,46,5
Q211754,49,0
Q2117648,8,2
Q2118071,12,1
Q211818,61,5
Q211861,46,5
Q2118734,16,5
Q21190968,5,1
Q2119362,8,0
Q211942,53,1
Q21202207,5,2
Q212065,58,5
Q2121639,5,5
Q2122749,10,3
Q212459,26,4
Q212704,62,1
Q212713,63,2
Q2127269,16,3
Q212741,45,1
Q212793,56,3
Q212831,25,3
Q212867,55,5
Q212883,35,1
Q2130136,14,4
Q2131,67,1
Q213164,6,1
Q213203,23,3
Q213205,61,0
Q213322,61,5
Q213353,42,0
Q213380,47,4
Q2133945,14,3
Q2134722,6,0
Q213531,49,1
Q2136395,13,4
Q213988,44,4
Q2140013,15,3
Q214051,66,2
Q2142834,10,2
Q2143154,10,3
Q214341,65,1
Q2145005,10,2
Q214619,79,5
Q2146288,34,5
Q214654,58,5
Q2146949,9,3
Q21475086,10,4
Q214788,45,5
Q21479779,101,0
Q2148037,9,2
Q214820,46,4
Q214855,45,5
Q2151127,7,3
Q21515097,6,3
Q215175,53,1
Q215255,54,5
Q2152745,17,4
Q215337,32,0
Q215354,52,4
Q2154157,9,3
Q2156146,7,3
Q2156372,21,1
Q215646,52,1
Q215687,41,0
Q2157107,16,0
Q21572744,4,2
Q2157979,13,2
Q2158122,12,4
Q215934,42,1
Q215987,52,2
Q216185,45,4
Q2161858,9,2
Q21619023,2,0
Q21619229,2,0
Q21619260,4,3
Q216360,47,2
Q216393,47,1
Q216402,54,1
Q2164087,21,3
Q2164298,26,4
Q216458,41,2
Q21657003,2,1
Q216611,37,1
Q2166318,12,1
Q2166585,14,2
Q216865,39,5
Q216914,44,4
Q21706096,3,2
Q2170763,8,3
Q21707860,89,1
Q2170997,11,1
Q2171012,5,2
Q217196,46,0
Q217475,54,2
Q21748501,16,4
Q217652,45,5
Q217680,20,0
Q217717,59,5
Q2178686,16,5
Q217925,56,5
Q2180113,17,3
Q2180716,14,3
Q2181335,16,3
Q218305,39,4
Q218375,25,3
Q2184180,14,3
Q21849799,3,4
Q218613,34,4
Q2187049,11,3
Q2188138,12,4
Q2191110,10,3
Q2191491,11,2
Q21923384,7,0
Q2193218,16,4
Q219555,59,5
Q219564,58,3
Q219615,58,3
Q219694,56,4
Q21971419,6,4
Q219821,50,2
Q219867,47,5
Q219989,19,1
Q220013,24,4
Q2200260,8,3
Q220032,53,4
Q220057,22,5
Q220063,13,4
Q2200744,9,2
Q220144,42,3
Q220207,10,4
Q220274,12,3
Q2204137,14,1
Q220497,27,0
Q2206529,9,4
Q220728,50,5
Q22077087,8,2
Q2208305,15,5
Q22099734,5,4
Q22099751,5,4
Q22099757,5,5
Q22099766,4,4
Q22099796,5,3
Q22099806,5,4
Q22126974,15,0
Q22132004,8,2
Q221645,58,4
Q221812,19,4
Q221968,65,3
Q222149,32,4
Q222241,23,2
Q2223116,8,3
Q2223310,9,3
Q2226449,15,2
Q2227318,13,0
Q223140,56,2
Q2232240,19,0
Q22330084,4,4
Q223308,45,0
Q223369,23,0
Q2234073,12,0
Q2234321,9,3
Q2234574,19,5
Q224124,60,5
Q2244183,19,3
Q22469652,4,2
Q2248135,8,4
Q2251103,15,2
Q2252756,8,2
Q225451,55,3
Q2258090,10,1
Q2258101,13,4
Q2258112,11,4
Q2258125,12,0
Q2258138,11,0
Q2258319,10,5
Q2258690,11,4
Q2259340,11,4
Q2262481,12,3
Q2263744,18,2
Q2264716,12,2
Q2265075,7,2
Q22680377,8,2
Q2268271,17,3
Q22691478,9,2
Q2271776,18,4
Q2276130,17,0
Q2276983,11,3
Q2277684,13,5
Q2278514,13,2
Q22806981,4,3
Q2281517,21,5
Q228242,23,0
Q228445,25,2
Q228629,13,3
Q2288815,24,4
Q229022,48,4
Q2292422,16,4
Q2293331,18,3
Q2294287,6,0
Q2297137,8,3
Q2297982,25,3
Q2298625,14,2
Q2299624,19,1
Q2299911,19,1
Q230003,63,1
Q2300323,16,4
Q2300366,18,0
Q23009384,3,3
Q23009395,3,3
Q230127,55,2
Q2301274,14,5
Q23013676,1,1
Q2301380,16,5
Q2301391,17,5
Q2301532,13,4
Q23019045,5,1
Q2301945,15,1
Q23021783,1,0
Q23021786,2,0
Q2302468,7,3
Q2303621,6,3
Q2303685,15,5
Q2304343,7,1
Q2304457,8,4
Q23045179,28,0
Q2305499,9,4
Q2306046,8,1
Q23073954,2,4
Q23073956,2,2
Q2307544,19,1
Q23093,32,5
Q2309601,20,0
Q2309606,12,0
Q231168,12,0
Q23117,9,1
Q2313145,16,3
Q2313815,15,4
Q231645,62,5
Q2320157,4,3
Q232141,57,4
Q2321891,8,3
Q2323702,6,4
Q232388,38,0
Q2324015,14,5
Q23249,32,4
Q232624,51,2
Q232631,60,3
Q232635,52,3
Q232641,64,2
Q2326446,22,3
Q2327438,15,0
Q23306,94,0
Q2330791,17,2
Q23308,78,4
Q233098,33,4
Q23311,93,3
Q2331545,14,3
Q2331686,12,0
Q2332339,7,5
Q2332399,6,5
Q2333407,12,0
Q23354,44,5
Q2336156,9,3
Q2336229,10,5
Q2336775,12,3
Q233678,60,5
Q2336869,10,2
Q2336973,10,1
Q2338667,22,3
Q233903,58,3
Q233940,34,4
Q23402,122,5
Q234087,59,3
Q2341090,34,1
Q2341107,15,5
Q2341660,31,0
Q2341950,31,5
Q2342892,14,4
Q2343219,11,4
Q2343263,13,0
Q23436,192,5
Q234364,59,1
Q2344241,16,0
Q234728,59,3
Q235065,64,4
Q235130,56,2
Q235135,62,2
Q23541586,17,0
Q2355834,8,3
Q2356998,28,2
Q2358715,12,0
Q2358778,13,1
Q235884,54,5
Q2361620,12,5
Q2362714,13,5
Q2365550,10,5
Q236680,62,2
Q2367549,16,3
Q2369398,14,4
Q23717587,1,5
Q237189,48,1
Q23719916,2,5
Q2372311,10,0
Q23725927,1,2
Q23725928,1,1
Q23725929,1,4
Q23725930,1,2
Q23725932,1,5
Q23726605,1,2
Q23726609,1,1
Q2374234,6,2
Q2375435,22,5
Q2376672,10,4
Q2379199,17,0
Q23823831,1,2
Q2382515,17,2
Q2382535,11,0
Q2383284,13,4
Q2383315,17,4
Q2385069,16,3
Q238528,23,1
Q238587,47,3
Q2385925,28,0
Q238723,54,2
Q2387571,15,3
Q239143,68,5
Q2392329,21,1
Q23926706,3,3
Q2392844,24,5
Q2394278,11,4
Q23957600,3,4
Q239768,50,0
Q2398515,15,4
Q2398527,12,3
Q2398781,20,1
Q2402059,7,4
Q24035652,6,3
Q2404134,15,5
Q2404214,9,4
Q24052,7,3
Q2405583,10,2
Q240711,30,5
Q241021,66,3
Q2410932,29,1
Q2412345,16,4
Q241257,19,0
Q2413330,13,2
Q2413637,16,3
Q2414439,17,3
Q2415048,11,3
Q2415377,11,5
Q2415901,59,0
Q241648,12,2
Q241731,16,0
Q2418266,15,4
Q24192481,2,1
Q2420025,15,4
Q2420839,17,4
Q2421828,16,3
Q2422271,9,2
Q2424746,16,4
Q2426584,22,4
Q242741,50,5
Q242803,48,4
Q24283242,2,3
Q2428845,19,4
Q243,190,5
Q2430675,14,3
Q243652,54,0
Q243921,22,2
Q2439480,18,1
Q2441562,19,4
Q2442135,14,1
Q2442237,5,1
Q24437,19,5
Q2444359,8,4
Q244444,37,0
Q24454786,10,0
Q2446793,19,5
Q244730,59,1
Q2449141,14,5
Q244926,20,1
Q244952,54,4
Q2451409,8,1
Q245247,60,4
Q245347,51,5
Q24543,27,2
Q2454553,12,3
Q2454959,12,5
Q2454978,12,3
Q2455017,11,4
Q245546,55,0
Q24576,15,1
Q2457933,13,5
Q2458919,15,4
Q245966,27,3
Q2459840,10,3
Q246186,10,3
Q2462831,15,3
Q2463399,16,5
Q24639285,3,4
Q2464180,7,1
Q2464246,14,3
Q2464318,15,2
Q246448,34,5
Q2464739,14,3
Q246474,31,4
Q2465115,18,5
Q2465671,13,3
Q2465673,14,3
Q2465701,14,4
Q2465705,13,4
Q2465712,14,2
Q2465730,15,4
Q2465739,15,3
Q2465746,14,4
Q2465749,14,4
Q2465770,15,5
Q2465778,14,4
Q2465786,14,3
Q2465796,14,5
Q2466115,11,1
Q2466608,13,0
Q2466638,14,0
Q2466648,13,0
Q2466662,15,0
Q2466665,14,0
Q2466679,14,0
Q2466713,15,0
Q2466999,13,4
Q2468376,9,1
Q24718257,4,1
Q24718484,4,5
Q2472213,16,4
Q247254,10,3
Q247282,21,0
Q2473884,15,3
Q2473940,15,4
Q2474209,12,4
Q2474438,15,3
Q24748096,3,3
Q2475631,5,1
Q2476184,13,4
Q2477275,13,2
Q2477287,13,2
Q2477757,9,2
Q247782,22,1
Q2477829,1,0
Q2478732,6,0
Q2478845,12,1
Q2479001,15,3
Q2479349,15,2
Q2479455,14,4
Q2479465,14,2
Q2479769,16,3
Q2479784,15,4
Q2479844,16,4
Q2479913,14,3
Q248110,17,4
Q2481170,14,3
Q2481179,14,3
Q2481198,14,4
Q2481204,14,3
Q2481227,14,4
Q2481248,14,4
Q2481364,14,3
Q2482024,15,2
Q2482040,14,3
Q2482098,14,3
Q2482378,15,3
Q2482382,14,2
Q2482395,14,3
Q2482402,14,3
Q2482813,16,2
Q248284,10,5
Q2483089,6,2
Q24838358,2,0
Q24839662,5,5
Q2486332,9,5
Q2488464,36,0
Q24885196,15,4
Q24895746,2,4
Q248970,39,4
Q24906266,1,3
Q249139,14,4
Q2492041,8,1
Q2493917,10,0
Q2494319,16,1
Q24943459,1,2
Q24943494,3,1
Q24943497,3,1
Q24944262,1,2
Q24948218,2,4
Q249489,14,1
Q24949212,5,3
Q249498,24,2
Q24953917,1,2
Q2495711,5,3
Q24960188,1,1
Q24960211,3,2
Q2496369,5,1
Q2500125,17,4
Q2501185,14,4
Q2501413,24,4
Q2501691,14,3
Q2502213,18,5
Q2503261,13,2
Q2504164,20,4
Q250460,26,0
Q250492,11,0
Q2504988,16,2
Q250578,17,0
Q25059265,4,1
Q2506000,8,4
Q250675,21,0
Q2506949,11,0
Q250773,14,4
Q250935,28,2
Q251039,49,0
Q2512039,15,3
Q251343,6,4
Q251353,5,2
Q2514293,15,3
Q251522,8,3
Q2518305,9,3
Q2518479,16,3
Q2519356,16,0
Q2519375,13,5
Q252071,28,4
Q25212558,3,2
Q252160,9,2
Q252259,15,3
Q252312,21,2
Q2523443,15,5
Q2523452,16,5
Q2523469,15,4
Q252452,23,4
Q2524803,16,5
Q2524860,18,5
Q2524878,15,5
Q2525012,11,4
Q2525170,15,4
Q2527066,16,4
Q252731,34,3
Q2531086,8,0
Q253156,14,3
Q2531632,16,4
Q2532052,16,4
Q2533009,15,5
Q253439,29,2
Q2534589,11,2
Q25350037,4,4
Q2536272,18,3
Q253663,26,3
Q2536679,14,3
Q2536727,10,2
Q2536763,16,5
Q253721,61,3
Q2539788,16,1
Q254052,25,0
Q25413558,3,2
Q254156,42,1
Q25418011,2,2
Q2541914,8,4
Q2541953,8,5
Q254283,28,4
Q254425,15,4
Q2544592,11,0
Q254476,33,4
Q2545137,7,1
Q25454740,15,3
Q2546253,4,1
Q2547006,9,4
Q2547358,17,3
Q2547599,16,4
Q2547614,14,2
Q2547661,16,2
Q2547669,14,2
Q2547776,16,2
Q2548194,15,3
Q2548401,15,3
Q2548504,13,1
Q2548808,17,4
Q2549147,17,3
Q25491641,4,4
Q2549727,12,4
Q2550870,15,4
Q255147,32,0
Q255285,19,3
Q255381,75,1
Q2558164,17,0
Q2559684,10,0
Q256004,51,3
Q25610,42,3
Q2561450,14,3
Q2561516,14,3
Q2562401,11,5
Q2562959,12,4
Q2564220,6,4
Q25648,28,0
Q2566267,12,1
Q256778,37,0
Q2568412,19,3
Q2569363,11,3
Q2574469,16,3
Q2575658,8,3
Q2576140,11,1
Q2577683,14,1
Q257780,38,3
Q258348,38,5
Q2584356,11,3
Q2584919,7,3
Q25864,30,3
Q259120,41,3
Q259307,18,3
Q259339,11,2
Q259463,57,2
Q259553,20,3
Q2595661,5,4
Q2597530,17,3
Q2598541,11,3
Q2600143,5,4
Q2600811,9,1
Q2601324,8,3
Q2602281,12,0
Q260304,20,5
Q260528,45,2
Q2605415,19,2
Q2606185,13,3
Q260675,18,3
Q2607435,16,2
Q2608162,21,0
Q2608489,44,0
Q260870,44,1
Q261089,5,3
Q261233,17,3
Q2613705,8,4
Q2613795,9,1
Q2613998,11,3
Q2614287,19,4
Q2614296,10,3
Q2614377,9,3
Q2614510,18,3
Q2615369,19,2
Q261666,28,4
Q2617402,12,3
Q2617870,13,3
Q2618145,12,2
Q2620299,13,4
Q262041,36,3
Q2620565,11,1
Q26207846,5,3
Q26213817,3,5
Q26237483,3,3
Q2625639,8,0
Q2625747,15,3
Q26258687,1,2
Q26261988,4,3
Q26261989,4,3
Q26261990,4,5
Q2627082,23,0
Q2628254,9,2
Q2628455,16,2
Q26286807,32,0
Q2628742,23,0
Q2629065,20,3
Q2629503,17,2
Q2630441,8,4
Q2630496,16,4
Q2630757,11,2
Q2631268,27,2
Q2631701,28,3
Q2632101,15,3
Q2632500,14,4
Q26328,29,4
Q263289,10,3
Q2632900,15,5
Q2632912,16,5
Q263293,17,4
Q2633659,14,5
Q2633721,14,3
Q2633819,16,3
Q263403,35,0
Q2635030,15,3
Q2635058,15,3
Q2635089,12,2
Q2635957,14,3
Q2636927,5,3
Q2637357,15,5
Q263761,25,2
Q2637994,17,3
Q2638429,15,4
Q263924,15,2
Q2640532,11,5
Q2640900,13,3
Q2640991,13,1
Q264113,23,3
Q2641398,15,5
Q2643379,14,2
Q26448,30,5
Q2645332,9,3
Q264652,18,0
Q264752,35,5
Q2647730,14,2
Q2647967,9,0
Q2647973,12,4
Q2647997,11,0
Q2648016,11,3
Q2648349,9,2
Q2648670,12,2
Q265058,40,4
Q265071,34,5
Q265129,28,4
Q2651388,19,5
Q265197,19,0
Q265463,31,4
Q265655,30,3
Q2656757,16,4
Q2657037,13,3
Q2657040,15,5
Q2657073,16,5
Q2657591,17,3
Q2657972,18,5
Q2657981,12,2
Q265945,33,3
Q2660430,16,3
Q2660779,13,2
Q2661965,11,3
Q2663099,15,1
Q2663377,30,5
Q2664168,18,0
Q2667415,13,2
Q2669021,5,2
Q2669877,18,1
Q2670019,16,5
Q267015,12,3
Q2671238,13,2
Q2672672,16,4
Q267329,50,4
Q267349,10,2
Q26780883,1,0
Q26783790,1,0
Q26783792,2,0
Q26783800,1,0
Q267874,10,4
Q26791150,1,0
Q26791151,1,0
Q26791152,1,0
Q26791169,1,1
Q26791710,1,3
Q26793807,1,4
Q26793815,1,0
Q2679817,9,3
Q268001,37,3
Q268037,29,0
Q2681039,9,0
Q2681107,25,4
Q26844937,22,0
Q2686981,10,3
Q2689466,17,0
Q268970,49,0
Q2689975,11,1
Q2690025,11,2
Q269103,11,1
Q2692167,14,3
Q2692686,9,3
Q269273,30,5
Q2696095,13,3
Q269622,23,1
Q2696501,14,3
Q2696516,14,3
Q2696985,14,3
Q2700618,9,3
Q270066,46,3
Q270145,41,5
Q2701834,30,4
Q270230,55,4
Q270263,44,4
Q270272,49,2
Q270273,44,0
Q27031139,7,3
Q2704249,12,1
Q2704346,16,4
Q27051143,3,2
Q2705493,16,3
Q2705508,17,5
Q2707543,15,0
Q2708287,22,1
Q270920,40,2
Q27101818,13,1
Q2711177,13,2
Q271195,56,1
Q2711992,14,3
Q2712478,13,3
Q2713101,10,0
Q2714676,10,2
Q2714946,17,3
Q271639,47,4
Q2717793,11,3
Q2718553,12,4
Q2718912,8,3
Q2719931,14,4
Q2719965,13,3
Q2720055,14,3
Q2720582,23,1
Q272162,51,2
Q2721827,5,2
Q272208,47,3
Q2722311,4,0
Q2723096,6,3
Q2723139,14,5
Q2723163,13,3
Q2723628,11,3
Q2723643,13,3
Q2723652,11,1
Q2723971,14,4
Q2724317,24,2
Q272434,46,5
Q272781,53,5
Q272926,49,0
Q2729745,16,4
Q273095,50,0
Q273138,45,0
Q27325,26,0
Q2734905,18,5
Q273518,42,2
Q273548,17,2
Q273570,44,1
Q2735712,27,5
Q273593,42,2
Q2736048,16,4
Q273631,49,1
Q273638,47,3
Q2736564,17,4
Q2736585,16,0
Q27396,35,1
Q2742296,27,5
Q2743773,12,2
Q2743819,23,5
Q2744014,18,5
Q2744158,8,4
Q274486,55,5
Q2744878,10,3
Q2745620,9,2
Q2745820,6,2
Q2746031,18,5
Q2746079,8,2
Q274916,26,3
Q2749189,7,3
Q275118,56,2
Q27522479,11,3
Q27532612,1,0
Q27534342,7,3
Q275433,15,3
Q275436,11,5
Q275541,10,3
Q275715,41,4
Q27576664,2,1
Q27617,55,0
Q2768808,14,0
Q27689,36,0
Q277162,37,4
Q277208,15,5
Q277316,28,4
Q2776314,9,3
Q2776516,11,3
Q2776706,5,3
Q2776743,10,3
Q277681,20,3
Q2777275,5,2
Q2777295,10,3
Q2777391,5,3
Q2777516,5,2
Q277763,31,1
Q2777744,6,3
Q2778012,6,2
Q2778028,5,2
Q2779414,8,2
Q278044,22,4
Q2782342,15,4
Q2783102,34,0
Q27842,18,1
Q27877305,3,3
Q2788553,8,3
Q2790093,7,3
Q2790568,14,3
Q27910019,2,5
Q27910021,3,5
Q279245,22,0
Q27925183,6,1
Q279260,25,5
Q27956034,34,1
Q28036573,54,1
Q280413,41,1
Q28059934,5,2
Q2806733,5,1
Q28068157,21,3
Q2807,305,5
Q281409,15,1
Q281465,31,4
Q281527,15,5
Q28153973,20,0
Q28153981,14,0
Q281572,11,2
Q2816211,8,1
Q28163126,10,5
Q28163699,6,1
Q2816441,7,2
Q281703,9,5
Q28172084,10,2
Q2817231,4,4
Q28172665,4,4
Q28173,13,3
Q2817725,6,1
Q28179435,3,1
Q282027,15,5
Q2822225,11,2
Q2822273,3,2
Q282496,40,0
Q2829376,1,4
Q283196,39,5
Q2832241,20,1
Q283454,23,1
Q283627,40,0
Q2837042,6,3
Q2838342,11,5
Q2838923,8,4
Q2841,279,5
Q2841226,5,4
Q28412421,4,5
Q28412425,3,4
Q28412428,3,5
Q28412432,4,4
Q28412665,2,3
Q28412666,4,3
Q28412667,4,3
Q28415014,4,4
Q28415015,4,3
Q28428088,15,0
Q284541,26,3
Q284642,21,4
Q28465243,13,1
Q284914,16,3
Q28501168,3,3
Q28513,147,0
Q285382,12,2
Q2854887,12,4
Q285658,53,0
Q285913,15,5
Q2859185,9,5
Q2859317,9,3
Q2859883,15,3
Q2860135,7,1
Q2860532,7,2
Q2860549,4,2
Q2860552,8,2
Q286096,18,1
Q286179,11,4
Q2868,219,5
Q28680614,18,3
Q2870000,5,0
Q287165,33,5
Q2872376,11,2
Q287359,39,4
Q287404,10,1
Q2876448,13,3
Q2876854,14,3
Q287686,13,0
Q287801,22,0
Q28785,59,5
Q2879779,13,4
Q2881158,7,0
Q288130,19,3
Q28820232,35,0
Q2882456,10,2
Q2882599,7,3
Q28831571,4,2
Q2883431,8,3
Q2883711,3,3
Q2883718,7,5
Q2885482,6,2
Q2886528,7,1
Q2886844,10,3
Q2887,273,5
Q28873239,12,4
Q288781,44,5
Q2888216,7,1
Q2889387,22,5
Q2889910,15,5
Q2889987,10,4
Q2890127,17,3
Q2890881,8,0
Q2891017,9,4
Q2891719,7,1
Q2891888,9,4
Q28919052,21,0
Q28924,46,4
Q289280,9,5
Q2893699,6,1
Q2893965,5,1
Q2894053,6,2
Q2894158,3,3
Q2894181,12,2
Q2897264,8,3
Q2897303,6,3
Q2897514,5,2
Q2897639,4,3
Q2897763,7,2
Q2897971,4,3
Q2898398,6,3
Q2898907,15,4
Q2899847,8,4
Q2899919,9,3
Q2899925,5,3
Q2900072,5,4
Q29001838,44,0
Q2900205,7,3
Q2900977,12,4
Q2901181,10,2
Q2901319,6,4
Q2901472,15,4
Q2901485,25,4
Q2901492,15,4
Q2901516,10,1
Q2901530,6,4
Q2902237,6,0
Q2902481,6,2
Q2902786,7,3
Q2903174,7,0
Q2903300,4,2
Q2904018,6,3
Q2904108,10,4
Q2904118,7,3
Q2904163,6,3
Q2904259,7,2
Q2904388,9,3
Q29044424,10,3
Q2904462,5,2
Q2905581,9,3
Q2905705,8,4
Q2906069,9,1
Q2906317,4,3
Q29063392,29,0
Q2906653,4,2
Q2906663,7,2
Q2907012,4,4
Q2908308,6,4
Q2908334,14,3
Q2908716,6,0
Q2908725,11,1
Q2908788,6,4
Q2908851,6,3
Q2908869,4,3
Q2909164,4,3
Q2909214,9,3
Q2909436,5,2
Q2909787,4,2
Q2909981,9,1
Q291031,31,1
Q2910312,12,2
Q2910753,9,5
Q2910987,12,4
Q2911068,6,4
Q2911475,11,5
Q2911501,8,4
Q2913313,6,4
Q2913373,6,3
Q291432,10,1
Q2914593,24,3
Q2915104,22,5
Q2915137,19,4
Q2915268,9,1
Q2915521,12,5
Q2915693,10,4
Q2915697,14,5
Q29157,23,4
Q2915772,13,4
Q2915920,12,4
Q2916014,13,1
Q2916134,14,3
Q2916149,21,5
Q2916386,13,2
Q2916426,7,3
Q2916463,7,2
Q2916686,16,5
Q2916896,8,4
Q2917041,16,3
Q291740,12,0
Q2917796,14,0
Q2918448,9,1
Q2918611,18,5
Q2918614,18,5
Q2918620,10,2
Q2918627,9,4
Q2919251,6,3
Q2919262,5,2
Q2919269,5,3
Q2919369,7,3
Q2919379,15,5
Q2919536,5,3
Q2919565,5,4
Q2919602,8,3
Q2919760,6,4
Q2919762,11,2
Q2919884,13,3
Q2920006,7,3
Q2920272,7,4
Q2920354,12,3
Q2920379,11,3
Q2920393,10,0
Q2920516,9,2
Q2920688,14,4
Q2920811,8,4
Q29213121,45,0
Q2927205,9,3
Q2928830,13,2
Q292927,41,4
Q29293,57,2
Q293541,6,2
Q2936246,7,3
Q2937493,13,4
Q2940775,15,5
Q2941518,8,4
Q2942226,7,1
Q2942399,12,4
Q2942473,12,4
Q2942872,20,5
Q2942887,13,3
Q294469,16,1
Q2944796,11,5
Q294510,15,0
Q29454325,3,2
Q2945513,9,3
Q2946170,6,2
Q295844,37,5
Q2963746,9,5
Q2965849,6,3
Q29675,16,4
Q29712,4,3
Q2972505,9,3
Q29731,17,2
Q2973211,13,1
Q2976206,14,2
Q2976487,12,3
Q297962,12,4
Q2979657,10,3
Q2979703,13,0
Q2981,125,5
Q2981913,14,4
Q2982559,14,2
Q2982867,15,3
Q298289,21,3
Q2982979,6,4
Q2983172,11,5
Q2983384,16,4
Q2984693,17,3
Q2984834,12,4
Q2984861,11,4
Q298489,16,4
Q2984896,12,4
Q2984911,12,1
Q298499,15,5
Q2985076,17,5
Q2985087,11,2
Q2985111,8,3
Q298585,28,5
Q2986431,6,1
Q298702,22,1
Q299015,34,2
Q2991098,19,4
Q2991167,1,2
Q2991448,22,1
Q299163,29,1
Q2992118,16,0
Q2993428,13,3
Q299685,27,0
Q299745,27,1
Q299973,46,5
Q299975,16,4
Q299980,15,4
Q29999,107,0
Q300007,27,2
Q30002,133,1
Q3001103,12,4
Q300254,20,2
Q300275,16,3
Q3003753,11,2
Q30042153,3,3
Q3007171,6,1
Q3007607,10,3
Q3007905,10,4
Q30081497,1,2
Q30091,17,1
Q30096,49,5
Q3010006,7,5
Q301135,25,4
Q301148,23,0
Q30116961,6,3
Q30119692,49,1
Q3013471,7,4
Q301411,32,3
Q3015011,5,0
Q3018576,11,3
Q301937,17,4
Q3021798,6,5
Q3022918,11,1
Q3023443,6,4
Q3023933,4,4
Q3023944,11,5
Q3024268,8,0
Q30253209,2,0
Q30259621,2,3
Q30260781,2,5
Q3026094,5,3
Q30261321,2,4
Q30261715,0,1
Q30261984,0,0
Q30262751,1,2
Q30262950,2,2
Q30274958,42,0
Q30279844,5,3
Q30280028,3,2
Q30281418,0,3
Q30282179,4,2
Q30287574,2,1
Q30294334,0,2
Q30297105,1,2
Q30297349,1,2
Q3029749,7,0
Q30308677,3,3
Q303139,31,4
Q3031413,21,1
Q3031641,3,0
Q3031817,5,1
Q3032842,10,4
Q3034196,11,4
Q3034255,10,4
Q3034315,10,3
Q303507,24,1
Q3037252,6,2
Q3038298,10,3
Q3038463,8,1
Q304037,43,4
Q3042433,19,1
Q3043091,10,5
Q304362,14,4
Q3044383,10,0
Q30447692,20,1
Q3045309,14,5
Q3045356,14,0
Q3046409,47,4
Q3047581,6,4
Q3047595,8,2
Q3047596,8,5
Q3048023,21,5
Q3048712,10,4
Q304985,31,3
Q3052060,7,2
Q3052104,7,3
Q3052794,14,3
Q3053911,5,3
Q3054444,5,1
Q3056626,9,2
Q3058826,7,3
Q3059094,10,0
Q3061837,8,5
Q3061930,6,3
Q3062224,3,2
Q3062233,4,1
Q30622411,3,4
Q3062242,2,2
Q3062247,6,1
Q3062474,6,2
Q3062480,5,2
Q3062487,3,1
Q3062492,6,3
Q3063498,7,4
Q3064279,17,4
Q3064844,10,4
