site,ref_en,tier,ref_km,n,echoed,hit,error_gm,echo_pct,hit_pct
paris_cite,Musée de l'Orangerie,mid,1.608,15,3,8,0.62,20.0,53.3
paris_cite,Grand Mosque of Paris,high,1.869,15,0,12,0.53,0.0,80.0
paris_cite,Tour Montparnasse,high,2.079,15,2,8,0.81,13.3,53.3
paris_cite,École pratique des hautes études,low,2.77,15,2,9,0.72,13.3,60.0
paris_cite,Champ de Mars,high,3.144,15,2,7,0.95,13.3,46.7
paris_cite,Sorbonne Nouvelle University,mid,4.279,15,3,11,0.68,20.0,73.3
paris_cite,Paris Dauphine-PSL University,mid,5.169,15,3,9,0.86,20.0,60.0
paris_cite,Directorate General for External Security,low,5.224,15,1,7,1.03,6.7,46.7
paris_cite,France Télévisions,low,5.437,15,9,7,0.98,60.0,46.7
paris_gare,Gare du Nord,high,0.544,4,2,3,0.46,50.0,75.0
paris_gare,Musée des Arts et Métiers,mid,1.238,4,0,1,1.02,0.0,25.0
paris_gare,"Saint-Eustache, Paris",mid,1.834,4,0,0,2.0,0.0,0.0
paris_gare,Place des Vosges,high,2.424,4,0,0,1.89,0.0,0.0
paris_gare,Directorate General for External Security,low,3.489,4,0,1,1.54,0.0,25.0
paris_gare,Parc Monceau,high,3.662,4,0,0,2.91,0.0,0.0
paris_gare,Mines Paris – PSL,mid,3.846,4,0,0,2.72,0.0,0.0
paris_marais,Musée National d'Art Moderne,mid,0.734,15,1,11,0.48,6.7,73.3
paris_marais,Centre Pompidou,high,0.737,15,3,12,0.39,20.0,80.0
paris_marais,Bataclan,mid,0.788,15,5,10,0.58,33.3,66.7
paris_marais,Opéra Bastille,mid,1.004,15,1,12,0.28,6.7,80.0
paris_marais,Notre-Dame de Paris,high,1.114,15,1,7,0.58,6.7,46.7
paris_marais,"Saint-Eustache, Paris",mid,1.334,15,0,3,0.89,0.0,20.0
paris_marais,Canal Saint-Martin,high,1.353,15,6,8,0.46,40.0,53.3
paris_marais,Pont Neuf,high,1.497,15,1,5,0.72,6.7,33.3
paris_marais,ESCP Business School,mid,1.5,15,7,3,0.92,46.7,20.0
paris_marais,Collège de France,mid,1.626,15,3,3,1.17,20.0,20.0
paris_marais,Grand Mosque of Paris,high,1.964,15,1,3,1.13,6.7,20.0
paris_marais,Luxembourg Palace,high,2.149,15,5,2,1.43,33.3,13.3
paris_marais,Pitié-Salpêtrière Hospital,mid,2.456,15,2,5,1.03,13.3,33.3
paris_marais,Accor Arena,high,2.556,15,3,5,1.02,20.0,33.3
paris_marais,School for Advanced Studies in the Social Sciences,mid,2.654,15,2,2,1.41,13.3,13.3
paris_marais,Tuileries Garden,high,2.681,15,4,6,0.92,26.7,40.0
paris_marais,École pratique des hautes études,low,3.495,15,2,3,1.23,13.3,20.0
paris_marais,Élysée Palace,high,3.564,15,6,3,2.5,40.0,20.0
paris_marais,Pont Alexandre III,high,3.577,15,0,5,1.22,0.0,33.3
paris_marais,Directorate General for External Security,low,3.692,15,1,6,1.13,6.7,40.0
paris_marais,Bagnolet,mid,4.115,15,5,7,0.65,33.3,46.7
paris_marais,Champs-Élysées,high,4.134,15,6,6,1.09,40.0,40.0
paris_marais,Les Lilas,mid,4.648,15,2,10,0.43,13.3,66.7
paris_marais,Eiffel Tower,high,4.94,15,0,7,0.9,0.0,46.7
paris_marais,Pantin,mid,5.459,15,3,9,0.54,20.0,60.0
paris_marais,Marne,mid,5.935,15,0,10,0.48,0.0,66.7
paris_montmartre,Galeries Lafayette Paris Haussmann,high,1.23,15,4,12,0.69,26.7,80.0
paris_montmartre,Palais Garnier,high,1.418,15,1,10,0.73,6.7,66.7
paris_montmartre,Olympia (Paris),high,1.682,15,0,9,0.93,0.0,60.0
paris_montmartre,"La Madeleine, Paris",mid,1.846,15,0,6,1.14,0.0,40.0
paris_montmartre,Arc de Triomphe du Carrousel,mid,2.513,15,1,6,1.17,6.7,40.0
paris_montmartre,Louvre Pyramid,high,2.562,15,3,7,1.1,20.0,46.7
paris_montmartre,Sorbonne University,high,3.715,15,4,4,1.97,26.7,26.7
paris_montmartre,Champ de Mars,high,4.26,15,4,5,1.67,26.7,33.3
paris_montmartre,Directorate General for External Security,low,5.138,15,1,7,1.52,6.7,46.7
paris_montmartre,École pratique des hautes études,low,5.884,15,4,4,2.24,26.7,26.7
paris_pont,Paris,high,0.778,4,1,3,0.75,25.0,75.0
paris_pont,Paris-Panthéon-Assas University,mid,1.195,4,1,2,0.94,25.0,50.0
paris_pont,Grand Palais,high,2.339,4,1,1,1.5,25.0,25.0
paris_pont,École pratique des hautes études,low,2.938,4,1,3,1.01,25.0,75.0
paris_pont,Pasteur Institute,mid,2.944,4,1,2,0.84,25.0,50.0
paris_pont,Champ de Mars,high,3.196,4,0,2,1.25,0.0,50.0
paris_pont,Directorate General for External Security,low,5.116,4,1,2,1.27,25.0,50.0
paris_pont,Le Pré-Saint-Gervais,mid,5.483,4,0,1,1.38,0.0,25.0
sanfrancisco_cartoon,United States Court of Appeals for the Ninth Circuit,low,1.189,5,0,2,1.31,0.0,40.0
sanfrancisco_cartoon,Jack Kerouac Alley,mid,1.271,5,0,3,1.28,0.0,60.0
sanfrancisco_cartoon,Oracle Park,high,1.408,5,0,1,1.52,0.0,20.0
sanfrancisco_cartoon,Pioneer Monument,low,1.716,5,0,2,1.51,0.0,40.0
sanfrancisco_cartoon,Fox Plaza,mid,1.793,5,0,2,1.39,0.0,40.0
sanfrancisco_cartoon,Mission Bay,high,2.422,5,0,1,1.52,0.0,20.0
sanfrancisco_cartoon,Alcatraz Federal Penitentiary,high,4.829,5,0,3,1.18,0.0,60.0
sanfrancisco_cartoon,Bernal Heights Summit,mid,5.078,5,0,2,1.42,0.0,40.0
sanfrancisco_cartoon,KPIX-TV,low,5.776,5,0,2,1.51,0.0,40.0
sanfrancisco_contemporary,Chevron Tower,low,0.55,4,2,2,0.76,50.0,50.0
sanfrancisco_contemporary,Golden Gate University,mid,0.58,4,4,3,0.69,100.0,75.0
sanfrancisco_contemporary,Financial District,high,1.05,4,0,1,5.45,0.0,25.0
sanfrancisco_contemporary,SS Jeremiah O'Brien,low,2.557,4,0,0,2.24,0.0,0.0
sanfrancisco_contemporary,Aquarium of the Bay,high,2.595,4,2,0,2.65,50.0,0.0
sanfrancisco_contemporary,San Francisco Mint,mid,2.691,4,2,0,2.54,50.0,0.0
sanfrancisco_contemporary,"Castro District, San Francisco",high,3.89,4,4,0,3.87,100.0,0.0
sanfrancisco_contemporary,Bernal Heights Summit,mid,4.875,4,3,0,4.02,75.0,0.0
sanfrancisco_contemporary,Internet Archive,low,5.952,4,3,0,3.52,75.0,0.0
sanfrancisco_joseph,Russian Hill,high,0.544,8,2,7,0.45,25.0,87.5
sanfrancisco_joseph,SS Jeremiah O'Brien,low,1.069,8,0,6,0.46,0.0,75.0
sanfrancisco_joseph,San Francisco Cable Car Museum,mid,1.498,8,1,4,0.58,12.5,50.0
sanfrancisco_joseph,Alcatraz Federal Penitentiary,high,2.284,8,0,6,0.46,0.0,75.0
sanfrancisco_joseph,Museum of the African Diaspora,mid,2.697,8,1,4,0.88,12.5,50.0
sanfrancisco_joseph,"Treasure Island, San Francisco",high,4.638,8,0,5,0.58,0.0,62.5
sanfrancisco_joseph,Mission San Francisco de Asís,mid,4.745,8,3,5,0.98,37.5,62.5
sanfrancisco_joseph,Castro Camera,low,5.391,8,4,4,1.37,50.0,50.0
santiago_baslica,Archbishop's Palace of Santiago de Chile,mid,1.029,10,2,3,1.04,20.0,30.0
santiago_baslica,Universidad de Chile metro station,high,1.097,10,1,0,3.08,10.0,0.0
santiago_baslica,ARCIS University,low,1.21,10,5,1,9.73,50.0,10.0
santiago_baslica,Estación Central,mid,1.979,10,10,0,1.9,100.0,0.0
santiago_baslica,Fantasilandia,high,2.032,10,1,1,4.44,10.0,10.0
santiago_baslica,Parroquia de Santa Filomena,low,2.136,10,1,0,79.51,10.0,0.0
santiago_baslica,Ministry of Sports (Chile),low,4.91,10,3,0,4.09,30.0,0.0
santiago_baslica,San Miguel metro station,mid,5.374,10,8,0,31.07,80.0,0.0
santiago_baslica,San Pablo metro station,high,5.709,10,6,1,22.94,60.0,10.0
santiago_moneda,Plaza de Armas (Santiago),high,0.925,4,0,1,0.97,0.0,25.0
santiago_moneda,Basílica de los Sacramentinos,mid,0.931,4,1,0,306.45,25.0,0.0
santiago_moneda,Colegio Alonso de Ercilla,low,1.346,4,3,0,2.19,75.0,0.0
santiago_moneda,Church of the Vera Cruz (Santiago),low,1.501,4,1,0,1.28,25.0,0.0
santiago_moneda,Museum of Memory and Human Rights,mid,2.274,4,1,1,5.32,25.0,25.0
santiago_moneda,Chilean National Museum of Natural History,high,2.449,4,1,0,1.59,25.0,0.0
santiago_moneda,Public Health Institute of Chile,low,4.218,4,1,0,3.22,25.0,0.0
santiago_moneda,Dorsal metro station,mid,5.473,4,0,0,306.09,0.0,0.0
santiago_moneda,Chile España metro station,high,5.516,4,0,0,10.38,0.0,0.0
santiago_plaza,Santa Ana metro station,high,0.883,4,0,3,3.4,0.0,75.0
santiago_plaza,Alberto Hurtado University,mid,1.37,4,1,3,0.41,25.0,75.0
santiago_plaza,Colegio Alonso de Ercilla,low,1.508,4,0,4,0.27,0.0,100.0
santiago_plaza,Parque O'Higgins metro station,high,2.699,4,0,4,0.27,0.0,100.0
santiago_plaza,Santiago Museum of Contemporary Art,mid,2.82,4,1,4,0.25,25.0,100.0
santiago_plaza,Ministry of Sports (Chile),low,3.79,4,2,2,1.33,50.0,50.0
santiago_plaza,St. Ignatius El Bosque,mid,5.201,4,0,4,0.27,0.0,100.0
santiago_plaza,Plaza Ñuñoa,high,5.62,4,1,4,0.34,25.0,100.0
sf_hayes,Pioneer Monument,low,0.66,15,2,8,0.82,13.3,53.3
sf_hayes,Tenderloin,high,1.039,15,8,7,0.7,53.3,46.7
sf_hayes,San Francisco Federal Building,mid,1.117,15,9,7,0.7,60.0,46.7
sf_hayes,South of Market,high,1.141,15,8,6,0.66,53.3,40.0
sf_hayes,United States Court of Appeals for the Ninth Circuit,low,1.221,15,5,7,0.89,33.3,46.7
sf_hayes,"Eureka Valley, San Francisco",mid,1.274,15,3,5,1.01,20.0,33.3
sf_hayes,Castro Camera,low,2.044,15,9,6,1.02,60.0,40.0
sf_hayes,Lotta's Fountain,high,2.238,15,2,6,0.8,13.3,40.0
sf_hayes,One Montgomery Tower,mid,2.351,15,4,4,1.54,26.7,26.7
sf_hayes,555 California Street,mid,2.522,15,4,5,1.49,26.7,33.3
sf_hayes,City Lights Bookstore,high,2.851,15,8,4,1.68,53.3,26.7
sf_hayes,KPIX-TV,low,3.433,15,6,6,0.92,40.0,40.0
sf_hayes,San Francisco Ferry Building,high,3.444,15,3,4,1.12,20.0,26.7
sf_hayes,Musée Mécanique,mid,3.874,15,5,5,1.57,33.3,33.3
sf_hayes,Internet Archive,low,4.24,15,6,5,1.75,40.0,33.3
sf_hayes,Glen Park station,high,4.846,15,7,6,1.43,46.7,40.0
sf_mission,San Francisco Armory,mid,0.885,15,9,14,0.24,60.0,93.3
sf_mission,Castro Camera,low,1.407,15,13,2,0.99,86.7,13.3
sf_mission,Castro Theatre,high,1.424,15,13,2,0.97,86.7,13.3
sf_mission,Market Street,high,1.528,15,2,8,0.35,13.3,53.3
sf_mission,Pink Triangle Park,mid,1.536,15,2,2,1.04,13.3,13.3
sf_mission,California Institute of Integral Studies,mid,1.642,15,3,7,0.45,20.0,46.7
sf_mission,Pioneer Monument,low,2.192,15,1,5,0.98,6.7,33.3
sf_mission,United States Court of Appeals for the Ninth Circuit,low,2.324,15,3,7,0.47,20.0,46.7
sf_mission,Golden Gate University,mid,3.692,15,1,5,0.82,6.7,33.3
sf_mission,Jack Kerouac Alley,mid,4.301,15,2,2,2.69,13.3,13.3
sf_mission,California Academy of Sciences,high,4.311,15,2,2,1.84,13.3,13.3
sf_mission,Marina District,high,5.018,15,7,2,2.03,46.7,13.3
sf_mission,SS Jeremiah O'Brien,low,5.511,15,0,3,1.66,0.0,20.0
sf_northbeach,San Francisco Art Institute,mid,0.81,15,3,15,0.26,20.0,100.0
sf_northbeach,Old St. Mary's Cathedral,mid,0.864,15,1,15,0.18,6.7,100.0
sf_northbeach,580 California Street,low,0.903,15,1,14,0.24,6.7,93.3
sf_northbeach,Mark Hopkins Hotel,high,0.948,15,1,15,0.34,6.7,100.0
sf_northbeach,Embarcadero,high,1.185,15,0,15,0.17,0.0,100.0
sf_northbeach,425 Market Street,low,1.368,15,0,14,0.22,0.0,93.3
sf_northbeach,Academy of Art University,mid,1.537,15,1,12,0.41,6.7,80.0
sf_northbeach,Powell Street station,high,1.781,15,1,15,0.26,6.7,100.0
sf_northbeach,Van Ness Avenue,mid,1.784,15,1,11,0.45,6.7,73.3
sf_northbeach,United States Court of Appeals for the Ninth Circuit,low,2.239,15,1,13,0.29,6.7,86.7
sf_northbeach,San Francisco Public Library,high,2.415,15,1,12,0.41,6.7,80.0
sf_northbeach,Market Street,high,3.13,15,0,13,0.24,0.0,86.7
sf_northbeach,Walt Disney Family Museum,mid,4.307,15,1,9,0.54,6.7,60.0
sf_northbeach,"Dogpatch, San Francisco",mid,4.656,15,0,8,0.72,0.0,53.3
sf_northbeach,Haight-Ashbury,high,4.715,15,3,10,0.49,20.0,66.7
sf_northbeach,Castro Camera,low,5.02,15,8,7,1.01,53.3,46.7
sf_northbeach,Internet Archive,low,5.842,15,2,9,0.53,13.3,60.0
singapore_asian,Masjid Jamae,mid,0.811,5,0,3,1.4,0.0,60.0
singapore_asian,Marina Bay MRT station,high,1.409,5,3,3,0.72,60.0,60.0
singapore_asian,Masjid Abdul Gaffoor,mid,1.906,5,1,2,1.38,20.0,40.0
singapore_asian,Great World MRT station,high,2.174,5,1,2,0.99,20.0,40.0
singapore_asian,Internal Security Department (Singapore),low,4.095,5,0,3,0.8,0.0,60.0
singapore_asian,Siong Lim Temple,mid,4.805,5,0,3,1.52,0.0,60.0
singapore_asian,Singapore Botanic Gardens,high,4.972,5,0,2,1.3,0.0,40.0
singapore_national,Istana Kampong Glam,high,0.868,4,0,3,1.35,0.0,75.0
singapore_national,Esplanade Bridge,mid,1.112,4,0,0,2.15,0.0,0.0
singapore_national,Jalan Besar Stadium,mid,1.533,4,4,0,1.53,100.0,0.0
singapore_national,"Sri Mariamman Temple, Singapore",high,1.961,4,0,0,1.96,0.0,0.0
singapore_national,Internal Security Department (Singapore),low,3.073,4,0,0,4.55,0.0,0.0
singapore_national,Braddell MRT station,mid,4.801,4,1,0,4.5,25.0,0.0
singapore_national,Universal Studios Singapore,high,5.962,4,0,1,2.08,0.0,25.0
singapore_somerset,Mount Elizabeth Hospital,mid,0.624,4,0,4,0.11,0.0,100.0
singapore_somerset,Dhoby Ghaut MRT station,high,0.761,4,0,4,0.11,0.0,100.0
singapore_somerset,Singapore General Hospital,high,2.484,4,0,4,0.11,0.0,100.0
singapore_somerset,National Junior College,mid,5.096,4,0,4,0.11,0.0,100.0
singapore_somerset,Sentosa,high,5.925,4,0,4,0.11,0.0,100.0
stockholm_grdet,Swedish Film Institute,low,0.696,5,1,3,2.2,20.0,60.0
stockholm_grdet,Stadion metro station,high,1.054,5,1,0,18.39,20.0,0.0
stockholm_grdet,Economy Museum – Royal Coin Cabinet,mid,1.328,5,1,0,5.48,20.0,0.0
stockholm_grdet,Nationalmuseum,high,2.25,5,1,0,2.11,20.0,0.0
stockholm_grdet,Museum of Far Eastern Antiquities,mid,2.31,5,1,1,1.62,20.0,20.0
stockholm_grdet,Royal Swedish Academy of Fine Arts,low,2.732,5,1,0,2.28,20.0,0.0
stockholm_grdet,Mariatorget metro station,high,3.865,5,2,0,3.91,40.0,0.0
stockholm_grdet,Stadshagen metro station,mid,4.698,5,5,0,12.03,100.0,0.0
stockholm_karlaplan,Swedish Film Institute,low,0.741,4,0,1,1.75,0.0,25.0
stockholm_karlaplan,Djurgårdsbron,mid,0.855,4,0,2,0.53,0.0,50.0
stockholm_karlaplan,Östermalmstorg metro station,high,1.02,4,0,4,0.23,0.0,100.0
stockholm_karlaplan,Royal Swedish Academy of Fine Arts,low,1.849,4,0,2,0.53,0.0,50.0
stockholm_karlaplan,T-Centralen metro station,high,1.854,4,0,2,0.83,0.0,50.0
stockholm_karlaplan,Riddarfjärden,mid,2.888,4,0,1,1.12,0.0,25.0
stockholm_karlaplan,Hammarbyhöjden metro station,mid,4.928,4,2,1,2.87,50.0,25.0
stockholm_karlaplan,3Arena,high,5.259,4,0,2,2.58,0.0,50.0
stockholm_st,Riddarholmen Church,high,1.292,4,0,2,0.45,0.0,50.0
stockholm_st,"Kastellet, Stockholm",mid,1.408,4,0,2,0.53,0.0,50.0
stockholm_st,Royal Swedish Academy of Fine Arts,low,1.715,4,1,1,1.04,25.0,25.0
stockholm_st,Hornstull metro station,mid,2.054,4,1,4,0.1,25.0,100.0
stockholm_st,Liljeholmen metro station,high,2.864,4,3,2,0.57,75.0,50.0
stockholm_st,"Royal College of Music, Stockholm",low,3.381,4,1,1,1.14,25.0,25.0
stockholm_st,"Museum of Ethnography, Sweden",mid,3.441,4,1,1,1.23,25.0,25.0
stockholm_st,Svedmyra metro station,high,4.049,4,1,3,0.25,25.0,75.0
telaviv_dizengoff,Tel Aviv Zoo,low,0.775,5,2,0,3.6,40.0,0.0
telaviv_dizengoff,Tel Aviv Cinematheque,mid,1.179,5,2,1,1.78,40.0,20.0
telaviv_dizengoff,Tel Aviv Museum of Art,high,1.179,5,1,1,1.68,20.0,20.0
telaviv_dizengoff,Neve Tzedek Tower,mid,2.16,5,5,0,2.07,100.0,0.0
telaviv_dizengoff,Tel Aviv central bus station,high,2.539,5,0,0,1.99,0.0,0.0
telaviv_dizengoff,Yitzhak Rabin Center,mid,3.774,5,2,1,2.66,40.0,20.0
telaviv_dizengoff,Expo Tel Aviv,high,4.437,5,0,0,2.99,0.0,0.0
telaviv_habima,Azrieli Sarona Tower,high,0.888,4,1,4,0.69,25.0,100.0
telaviv_habima,Tel Aviv Zoo,low,1.055,4,1,0,3.67,25.0,0.0
telaviv_habima,First International Bank Tower,mid,1.164,4,2,1,9.86,50.0,25.0
telaviv_habima,Sommer Contemporary Art,low,1.521,4,3,1,8.86,75.0,25.0
telaviv_habima,Israel Defense Forces History Museum,mid,2.204,4,1,1,1.3,25.0,25.0
telaviv_habima,Tel Aviv Port,high,2.812,4,1,0,2.39,25.0,0.0
telaviv_habima,Salama,mid,3.583,4,1,0,13.59,25.0,0.0
telaviv_habima,"Luna Park, Tel Aviv",high,4.799,4,0,0,2.99,0.0,0.0
telaviv_habima,Begin–Sadat Center for Strategic Studies,low,5.964,4,2,0,8.54,50.0,0.0
telaviv_nahum,Alhambra Cinema,mid,1.208,4,0,0,19.43,0.0,0.0
telaviv_nahum,Neve Sha'anan,high,1.34,4,3,0,24.28,75.0,0.0
telaviv_nahum,Hatikva Quarter,mid,1.975,4,3,0,2.09,75.0,0.0
telaviv_nahum,Sarona,high,2.277,4,3,0,2.27,75.0,0.0
telaviv_nahum,Maccabiah Stadium,mid,4.484,4,1,0,3.84,25.0,0.0
telaviv_nahum,Jarisha,low,5.448,4,0,1,11.76,0.0,25.0
telaviv_nahum,Eretz Israel Museum,high,5.479,4,0,0,3.27,0.0,0.0
tokyo_artizon,Tokyo Station,high,0.501,5,1,5,0.37,20.0,100.0
tokyo_artizon,Currency Museum of the Bank of Japan,mid,0.721,5,1,4,1.52,20.0,80.0
tokyo_artizon,Awajichō Station,mid,1.828,5,1,3,5.51,20.0,60.0
tokyo_artizon,Tsukiji fish market,high,1.956,5,3,3,0.79,60.0,60.0
tokyo_artizon,Ueno Station,high,3.865,5,2,3,0.87,40.0,60.0
tokyo_artizon,Japan Academy,low,4.166,5,1,2,3.38,20.0,40.0
tokyo_artizon,Ariake Gymnastics Centre,mid,4.535,5,2,2,1.3,40.0,40.0
tokyo_ginza,Tokyo International Forum,mid,0.64,4,2,3,0.4,50.0,75.0
tokyo_ginza,Shimbashi Station,high,0.791,4,4,2,1.1,100.0,50.0
tokyo_ginza,Ōtemachi Station,high,1.5,4,2,1,1.39,50.0,25.0
tokyo_ginza,Currency Museum of the Bank of Japan,mid,1.688,4,1,0,1.55,25.0,0.0
tokyo_ginza,Tokyo Aquatics Centre,mid,5.049,4,1,1,1.67,25.0,25.0
tokyo_ginza,Japan Academy,low,5.111,4,1,1,2.34,25.0,25.0
tokyo_ginza,Yoyogi Station,high,5.832,4,2,0,6.04,50.0,0.0
tokyo_national,Marunouchi,high,1.435,4,3,0,1.83,75.0,0.0
tokyo_national,National Theatre of Japan,mid,1.461,4,2,0,1.45,50.0,0.0
tokyo_national,Nihon University,mid,1.539,4,3,1,1.56,75.0,25.0
tokyo_national,Shimbashi Station,high,2.721,4,2,0,3.35,50.0,0.0
tokyo_national,National Museum of Western Art,mid,3.358,4,2,0,3.56,50.0,0.0
tokyo_national,Japan Academy,low,3.498,4,2,1,9.07,50.0,25.0
tokyo_national,Kabukichō,high,4.734,4,0,0,4.67,0.0,0.0
tokyo_shibuya,United Nations University,mid,0.779,15,2,10,0.58,13.3,66.7
tokyo_shibuya,Aoyama Gakuin University,mid,0.826,15,4,13,0.38,26.7,86.7
tokyo_shibuya,Yoyogi National Stadium,high,0.89,15,1,10,0.41,6.7,66.7
tokyo_shibuya,Harajuku,high,1.203,15,2,10,0.41,13.3,66.7
tokyo_shibuya,Harajuku Station,high,1.21,15,2,10,0.4,13.3,66.7
tokyo_shibuya,Yoyogi Park,high,1.41,15,1,12,0.49,6.7,80.0
tokyo_shibuya,Tokai University,mid,1.523,15,2,10,0.75,13.3,66.7
tokyo_shibuya,Ebisu Station (Tokyo),high,1.668,15,7,8,0.73,46.7,53.3
tokyo_shibuya,Naka-Meguro Station,high,1.694,15,0,8,0.56,0.0,53.3
tokyo_shibuya,Japan National Stadium,high,2.396,15,1,9,0.66,6.7,60.0
tokyo_shibuya,Army War College (Japan),low,2.563,15,0,9,0.96,0.0,60.0
tokyo_shibuya,NTT Docomo Yoyogi Building,mid,2.776,15,4,9,0.75,26.7,60.0
tokyo_shibuya,Roppongi,high,2.82,15,9,6,0.9,60.0,40.0
tokyo_shibuya,Tokyo Opera City Tower,mid,2.89,15,5,8,0.74,33.3,53.3
tokyo_shibuya,New National Theatre Tokyo,mid,2.892,15,1,6,1.13,6.7,40.0
tokyo_shibuya,Akasaka Palace,mid,3.412,15,7,6,1.06,46.7,40.0
tokyo_shibuya,Ministry of Defense (Japan),mid,4.477,15,1,7,0.95,6.7,46.7
tokyo_shibuya,Ōkubo Station,high,4.592,15,3,7,1.01,20.0,46.7
tokyo_shibuya,Toranomon Station,high,4.62,15,8,7,1.08,53.3,46.7
tokyo_shibuya,Higashi-Nakano Station,mid,5.334,15,3,9,0.85,20.0,60.0
tokyo_shibuya,"Imperial Hotel, Tokyo",high,5.382,15,4,6,1.47,26.7,40.0
tokyo_shibuya,Tokyo University of Marine Science and Technology,low,5.563,15,1,7,1.19,6.7,46.7
tokyo_shibuya,Nippon Budokan,high,5.843,15,2,7,1.12,13.3,46.7
tokyo_shibuya,Takadanobaba Station,mid,5.932,15,5,8,1.01,33.3,53.3
tokyo_shimokita,Higashi-Kitazawa Station,mid,0.656,15,3,14,0.24,20.0,93.3
tokyo_shimokita,Shindaita Station,mid,0.695,15,5,13,0.38,33.3,86.7
tokyo_shimokita,Sasazuka Station,high,1.41,15,7,7,0.54,46.7,46.7
tokyo_shimokita,Komaba-Tōdaimae Station,high,1.509,15,1,8,0.67,6.7,53.3
tokyo_shimokita,Meidaimae Station,high,1.78,15,3,10,0.38,20.0,66.7
tokyo_shimokita,Eifukuchō Station,mid,2.763,15,5,7,0.72,33.3,46.7
tokyo_shimokita,Hatsudai Station,mid,2.798,15,6,8,0.58,40.0,53.3
tokyo_shimokita,Kita-sando Station,mid,3.895,15,3,7,0.77,20.0,46.7
tokyo_shimokita,Tokyo Equestrian Park,low,4.087,15,1,8,0.87,6.7,53.3
tokyo_shimokita,National Stadium (Tokyo),high,4.627,15,0,8,0.78,0.0,53.3
tokyo_shimokita,Army War College (Japan),low,5.117,15,0,8,1.38,0.0,53.3
tokyo_shimokita,Shin-Ōkubo Station,high,5.322,15,4,6,1.27,26.7,40.0
tokyo_shimokita,Suntory Museum of Art,mid,5.658,15,2,8,0.81,13.3,53.3
tokyo_yanaka,Nezu Shrine,mid,0.892,15,15,15,0.84,100.0,100.0
tokyo_yanaka,Ueno Zoo,high,1.163,15,9,6,1.36,60.0,40.0
tokyo_yanaka,Tabata Station (Tokyo),mid,1.286,15,15,0,1.55,100.0,0.0
tokyo_yanaka,Tokyo National Museum,high,1.301,15,2,5,1.33,13.3,33.3
tokyo_yanaka,National Museum of Nature and Science,high,1.522,15,2,4,1.27,13.3,26.7
tokyo_yanaka,Japan Academy,low,1.579,15,3,5,7.75,20.0,33.3
tokyo_yanaka,Okachimachi Station,high,2.329,15,11,0,2.58,73.3,0.0
tokyo_yanaka,Kodokan Judo Institute,mid,2.398,15,6,0,4.07,40.0,0.0
tokyo_yanaka,Chuo University,mid,2.6,15,7,0,7.12,46.7,0.0
tokyo_yanaka,Hosei University,mid,4.143,15,5,0,13.07,33.3,0.0
tokyo_yanaka,Kayabachō Station,mid,5.387,15,8,0,13.74,53.3,0.0
tokyo_yanaka,Kinshichō Station,high,5.537,15,8,0,5.52,53.3,0.0
tokyo_yanaka,Hibiya Station,high,5.817,15,10,0,6.38,66.7,0.0
toronto_rosedale,Bloor–Yonge station,high,0.672,5,0,5,0.81,0.0,100.0
toronto_rosedale,Bata Shoe Museum,mid,1.382,5,2,2,1.9,40.0,40.0
toronto_rosedale,Toronto Magnetic and Meteorological Observatory,low,1.553,5,2,3,1.08,40.0,60.0
toronto_rosedale,St. Clair West Station,mid,2.291,5,1,3,1.35,20.0,60.0
toronto_rosedale,Toronto City Hall,high,2.599,5,2,2,1.31,40.0,40.0
toronto_rosedale,Union Station (Toronto),high,3.527,5,0,3,1.07,0.0,60.0
toronto_rosedale,Dundas West station,mid,5.615,5,0,4,1.07,0.0,80.0
toronto_sherbourne,Church and Wellesley,high,0.813,4,2,3,0.8,50.0,75.0
toronto_sherbourne,Cabbagetown,mid,1.263,4,3,1,1.29,75.0,25.0
toronto_sherbourne,Toronto Magnetic and Meteorological Observatory,low,1.775,4,1,0,2.86,25.0,0.0
toronto_sherbourne,St. Patrick Station,high,2.158,4,2,0,10.0,50.0,0.0
toronto_sherbourne,Royal Alexandra Theatre,mid,2.922,4,1,0,25.32,25.0,0.0
toronto_sherbourne,Université de l'Ontario français,low,3.134,4,1,1,13.19,25.0,25.0
toronto_sherbourne,Fort York,high,4.305,4,1,0,3.97,25.0,0.0
toronto_sherbourne,Centre for Addiction and Mental Health,mid,4.524,4,2,0,3.36,50.0,0.0
toronto_tmu,Commerce Court,mid,0.955,4,0,3,0.79,0.0,75.0
toronto_tmu,Wellesley station,high,1.024,4,1,1,4.91,25.0,25.0
toronto_tmu,Distillery District,high,1.838,4,2,2,0.98,50.0,50.0
toronto_tmu,Gerrard Street,mid,2.15,4,2,3,0.89,50.0,75.0
toronto_tmu,Royal Canadian Yacht Club,low,3.714,4,1,2,1.32,25.0,50.0
toronto_tmu,Hanlan's Point Beach,mid,4.656,4,0,2,0.89,0.0,50.0
toronto_tmu,"Midtown, Toronto",high,5.132,4,0,2,0.99,0.0,50.0
vienna_heldenplatz,Constitutional Court (Austria),low,0.604,5,1,4,0.73,20.0,80.0
vienna_heldenplatz,Karlsplatz,high,0.913,5,2,3,2.58,40.0,60.0
vienna_heldenplatz,Austrian Academy of Sciences,mid,1.027,5,2,3,0.51,40.0,60.0
vienna_heldenplatz,Pilgramgasse station,high,1.669,5,2,3,0.65,40.0,60.0
